Current Standard Occupation Code|Current Job Title|Match Standard Occupation Code|Match Job Title|Match Rank|Base Employment|Total Job Openings|Median Hourly Wage|Median Annual Wage|Entry Level Education|Work Experience|Job Training|Location
51-8092.00|Gas Plant Operators|17-3029|Manufacturing Production Technicians|5|2120|2280|0|0|Associate's degree|None|None|Los Angeles
51-8092.00|Gas Plant Operators|51-8093|Petroleum Pump System Operators, Refinery Operators, and Gaugers|9|1240|1150|45.76|95190|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
51-8092.00|Gas Plant Operators|53-6051|Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation|8|1220|1330|42.9|89240|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
51-8092.00|Gas Plant Operators|49-9012|Control and Valve Installers and Repairers, Except Mechanical Door|4|630|520|38.13|79325|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
51-8092.00|Gas Plant Operators|49-2094|Electrical and Electronics Repairers, Commercial and Industrial Equipment|7|1080|900|35.57|73976|Postsecondary non-degree award|None|Long-term on-the-job training|Los Angeles
51-8092.00|Gas Plant Operators|49-9097|Signal and Track Switch Repairers|10|790|790|18.35|38169|High school diploma or equivalent|None|Long-term on-the-job training|Los Angeles
51-8092.00|Gas Plant Operators|51-8013|Power Plant Operators|3|700|620|47.02|97810|High school diploma or equivalent|None|Long-term on-the-job training|Los Angeles
51-8092.00|Gas Plant Operators|51-8021|Stationary Engineers and Boiler Operators|1|560|650|37.19|77362|High school diploma or equivalent|None|Long-term on-the-job training|Los Angeles
51-8093.00|Petroleum Pump System Operators, Refinery Operators, and Gaugers|53-7121|Tank Car, Truck, and Ship Loaders|9|3810|6090|29.43|61211|No formal educational credential|None|Short-term on-the-job training|Los Angeles
51-8093.00|Petroleum Pump System Operators, Refinery Operators, and Gaugers|17-3029|Non-Destructive Testing Specialists|6|2120|2280|0|0|Associate's degree|None|None|Los Angeles
51-8093.00|Petroleum Pump System Operators, Refinery Operators, and Gaugers|51-9012|Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders|2|850|980|19.39|40338|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
51-8093.00|Petroleum Pump System Operators, Refinery Operators, and Gaugers|51-9011|Chemical Equipment Operators and Tenders|1|700|780|27.54|57269|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
51-8093.00|Petroleum Pump System Operators, Refinery Operators, and Gaugers|51-9193|Cooling and Freezing Equipment Operators and Tenders|8|500|740|17.04|35439|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
51-8093.00|Petroleum Pump System Operators, Refinery Operators, and Gaugers|51-8091|Chemical Plant and System Operators|3|2000|1690|40.91|85088|High school diploma or equivalent|None|Long-term on-the-job training|Los Angeles
51-8093.00|Petroleum Pump System Operators, Refinery Operators, and Gaugers|51-8013|Power Plant Operators|10|700|620|47.02|97810|High school diploma or equivalent|None|Long-term on-the-job training|Los Angeles
51-8093.00|Petroleum Pump System Operators, Refinery Operators, and Gaugers|51-8092|Gas Plant Operators|7|190|230|48.24|100338|High school diploma or equivalent|None|Long-term on-the-job training|Los Angeles
51-9011.00|Chemical Equipment Operators and Tenders|17-3029|Non-Destructive Testing Specialists|10|2120|2280|0|0|Associate's degree|None|None|Los Angeles
51-9011.00|Chemical Equipment Operators and Tenders|51-9023|Mixing and Blending Machine Setters, Operators, and Tenders|7|3540|4080|18.75|38983|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
51-9011.00|Chemical Equipment Operators and Tenders|51-9032|Cutting and Slicing Machine Setters, Operators, and Tenders|8|1420|1680|18.85|39204|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
51-9011.00|Chemical Equipment Operators and Tenders|47-4041|Hazardous Materials Removal Workers|9|1420|2240|22.59|46992|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
51-9011.00|Chemical Equipment Operators and Tenders|51-8093|Petroleum Pump System Operators, Refinery Operators, and Gaugers|2|1240|1150|45.76|95190|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
51-9011.00|Chemical Equipment Operators and Tenders|51-9012|Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders|1|850|980|19.39|40338|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
51-9011.00|Chemical Equipment Operators and Tenders|51-4023|Rolling Machine Setters, Operators, and Tenders, Metal and Plastic|5|510|380|19.14|39794|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
51-9011.00|Chemical Equipment Operators and Tenders|51-8091|Chemical Plant and System Operators|3|2000|1690|40.91|85088|High school diploma or equivalent|None|Long-term on-the-job training|Los Angeles
51-9023.00|Mixing and Blending Machine Setters, Operators, and Tenders|51-6061|Textile Bleaching and Dyeing Machine Operators and Tenders|8|1410|1240|15.24|31699|High school diploma or equivalent|None|Short-term on-the-job training|Los Angeles
51-9023.00|Mixing and Blending Machine Setters, Operators, and Tenders|51-3092|Food Batchmakers|7|4290|6510|15.47|32177|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
51-9023.00|Mixing and Blending Machine Setters, Operators, and Tenders|51-9121|Coating, Painting, and Spraying Machine Setters, Operators, and Tenders|4|1940|1930|0|0|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
51-9023.00|Mixing and Blending Machine Setters, Operators, and Tenders|51-9021|Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders|3|860|860|16.39|34095|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
51-9023.00|Mixing and Blending Machine Setters, Operators, and Tenders|51-9012|Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders|1|850|980|19.39|40338|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
51-9023.00|Mixing and Blending Machine Setters, Operators, and Tenders|51-4191|Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic|2|570|500|20.66|42974|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
51-9023.00|Mixing and Blending Machine Setters, Operators, and Tenders|51-9193|Cooling and Freezing Equipment Operators and Tenders|10|500|740|17.04|35439|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
51-9023.00|Mixing and Blending Machine Setters, Operators, and Tenders|51-4051|Metal-Refining Furnace Operators and Tenders|6|130|140|21.24|44182|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
51-9023.00|Mixing and Blending Machine Setters, Operators, and Tenders|51-9195|Molding and Casting Workers|5|1510|1640|17.26|35884|High school diploma or equivalent|None|Long-term on-the-job training|Los Angeles
51-9061.00|Inspectors, Testers, Sorters, Samplers, and Weighers|53-7063|Machine Feeders and Offbearers|6|1440|1520|16.13|33546|No formal educational credential|None|Short-term on-the-job training|Los Angeles
51-9061.00|Inspectors, Testers, Sorters, Samplers, and Weighers|43-9051|Mail Clerks and Mail Machine Operators, Except Postal Service|9|1320|1380|16.32|33933|High school diploma or equivalent|None|Short-term on-the-job training|Los Angeles
51-9061.00|Inspectors, Testers, Sorters, Samplers, and Weighers|51-3092|Food Batchmakers|2|4290|6510|15.47|32177|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
51-9061.00|Inspectors, Testers, Sorters, Samplers, and Weighers|51-4031|Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic|8|4180|3850|17.52|36455|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
51-9061.00|Inspectors, Testers, Sorters, Samplers, and Weighers|51-6093|Upholsterers|7|1120|960|17.88|37186|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
51-9061.00|Inspectors, Testers, Sorters, Samplers, and Weighers|51-5113|Print Binding and Finishing Workers|1|1040|950|19.05|39636|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
51-9061.00|Inspectors, Testers, Sorters, Samplers, and Weighers|51-4022|Forging Machine Setters, Operators, and Tenders, Metal and Plastic|10|740|420|20.21|42047|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
51-9061.00|Inspectors, Testers, Sorters, Samplers, and Weighers|51-2092|Team Assemblers|5|420|420|0|0|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
51-9111.00|Packaging and Filling Machine Operators and Tenders|51-4031|Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic|1|4180|3850|17.52|36455|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
51-9111.00|Packaging and Filling Machine Operators and Tenders|51-9121|Coating, Painting, and Spraying Machine Setters, Operators, and Tenders|3|1940|1930|0|0|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
51-9111.00|Packaging and Filling Machine Operators and Tenders|51-4072|Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic|7|1700|1360|17.66|36722|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
51-9111.00|Packaging and Filling Machine Operators and Tenders|51-9041|Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders|6|1310|1240|16.92|35196|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
51-9111.00|Packaging and Filling Machine Operators and Tenders|51-5113|Print Binding and Finishing Workers|10|1040|950|19.05|39636|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
51-9111.00|Packaging and Filling Machine Operators and Tenders|51-4022|Forging Machine Setters, Operators, and Tenders, Metal and Plastic|9|740|420|20.21|42047|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
51-9111.00|Packaging and Filling Machine Operators and Tenders|51-7041|Sawing Machine Setters, Operators, and Tenders, Wood|5|440|510|16.39|34099|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
51-9111.00|Packaging and Filling Machine Operators and Tenders|51-9191|Adhesive Bonding Machine Operators and Tenders|2|260|330|15.62|32506|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
51-9111.00|Packaging and Filling Machine Operators and Tenders|51-6064|Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders|8|180|70|0|0|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
51-9111.00|Packaging and Filling Machine Operators and Tenders|51-9195|Molding and Casting Workers|4|1510|1640|17.26|35884|High school diploma or equivalent|None|Long-term on-the-job training|Los Angeles
51-9198.00|Helpers--Production Workers|51-3023|Slaughterers and Meat Packers|6|670|780|15.37|31956|No formal educational credential|None|Short-term on-the-job training|Los Angeles
51-9198.00|Helpers--Production Workers|51-2021|Coil Winders, Tapers, and Finishers|4|1050|630|20.3|42215|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
51-9198.00|Helpers--Production Workers|51-7041|Sawing Machine Setters, Operators, and Tenders, Wood|9|440|510|16.39|34099|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
51-9198.00|Helpers--Production Workers|51-9195|Molding and Casting Workers|10|1510|1640|17.26|35884|High school diploma or equivalent|None|Long-term on-the-job training|Los Angeles
53-3032.00|Heavy and Tractor-Trailer Truck Drivers|53-4021|Railroad Brake, Signal, and Switch Operators|3|1680|3470|33.49|69674|No formal educational credential|None|Short-term on-the-job training|Los Angeles
53-3032.00|Heavy and Tractor-Trailer Truck Drivers|53-4012|Locomotive Firers|5|1680|3470|33.49|69674|No formal educational credential|None|Short-term on-the-job training|Los Angeles
53-3032.00|Heavy and Tractor-Trailer Truck Drivers|47-4051|Highway Maintenance Workers|1|1030|1160|25.6|53247|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
53-3032.00|Heavy and Tractor-Trailer Truck Drivers|47-2071|Paving, Surfacing, and Tamping Equipment Operators|4|620|760|0|0|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
53-3032.00|Heavy and Tractor-Trailer Truck Drivers|47-2072|Pile-Driver Operators|8|620|760|0|0|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
53-3032.00|Heavy and Tractor-Trailer Truck Drivers|53-7032|Excavating and Loading Machine and Dragline Operators|2|360|470|0|0|High school diploma or equivalent|Less than 5 years|Moderate-term on-the-job training|Los Angeles
53-3032.00|Heavy and Tractor-Trailer Truck Drivers|47-5013|Service Unit Operators, Oil, Gas, and Mining|6|140|180|44.06|91638|No formal educational credential|None|Moderate-term on-the-job training|Los Angeles
53-3032.00|Heavy and Tractor-Trailer Truck Drivers|53-5022|Motorboat Operators|7|100|160|20.04|41691|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
53-3032.00|Heavy and Tractor-Trailer Truck Drivers|53-5011|Sailors and Marine Oilers|10|100|160|20.04|41691|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
53-7051.00|Industrial Truck and Tractor Operators|51-4031|Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic|2|4180|3850|17.52|36455|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
53-7051.00|Industrial Truck and Tractor Operators|51-2021|Coil Winders, Tapers, and Finishers|7|1050|630|20.3|42215|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
53-7051.00|Industrial Truck and Tractor Operators|51-5113|Print Binding and Finishing Workers|4|1040|950|19.05|39636|High school diploma or equivalent|None|Moderate-term on-the-job training|Los Angeles
